PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29534920","Cardiorespiratory responses, nitric oxide production and inflammatory factors in patients with myocardial infarction after rehabilitation","Subiela JV, Torres SH, De Sanctis JB, Hernández N.","Nitric Oxide. 2018 Jun 1;76:87-96. doi: 10.1016/j.niox.2018.03.006. Epub 2018 Mar 10.","Subiela JV","Nitric Oxide","2018","2018/03/15","","","10.1016/j.niox.2018.03.006"
"29534098","Clusters of anthropometric indicators of body fat associated with maximum oxygen uptake in adolescents","Gonçalves ECA, Nunes HEG, Silva DAS.","PLoS One. 2018 Mar 13;13(3):e0193965. doi: 10.1371/journal.pone.0193965. eCollection 2018.","Gonçalves ECA","PLoS One","2018","2018/03/14","PMC5849300","","10.1371/journal.pone.0193965"
"29534031","l-Carnitine Supplementation in Recovery after Exercise","Fielding R, Riede L, Lugo JP, Bellamine A.","Nutrients. 2018 Mar 13;10(3):349. doi: 10.3390/nu10030349.","Fielding R","Nutrients","2018","2018/03/14","PMC5872767","","10.3390/nu10030349"
"29533360","Sex Comparison of Knee Extensor Size, Strength, and Fatigue Adaptation to Sprint Interval Training","Bagley L, Al-Shanti N, Bradburn S, Baig O, Slevin M, McPhee JS.","J Strength Cond Res. 2021 Jan 1;35(1):64-71. doi: 10.1519/JSC.0000000000002496.","Bagley L","J Strength Cond Res","2021","2018/03/14","","","10.1519/JSC.0000000000002496"
"29532648","The role of postural control in the association between aerobic capacity and walking capacity in chronic stroke: a cross-sectional analysis","Outermans JC, van de Port I, Kwakkel G, Visser-Meily JM, Wittink H.","Eur J Phys Rehabil Med. 2018 Dec;54(6):837-844. doi: 10.23736/S1973-9087.18.04987-0. Epub 2018 Mar 12.","Outermans JC","Eur J Phys Rehabil Med","2018","2018/03/14","","","10.23736/S1973-9087.18.04987-0"
"29526840","Feasibility of high intensity training in nonspecific chronic low back pain: A clinical trial","Verbrugghe J, Agten A, O Eijnde B, Olivieri E, Huybrechts X, Seelen H, Vandenabeele F, Timmermans A.","J Back Musculoskelet Rehabil. 2018;31(4):657-666. doi: 10.3233/BMR-170810.","Verbrugghe J","J Back Musculoskelet Rehabil","2018","2018/03/13","","","10.3233/BMR-170810"
"29517990","Effects of 12-Week Low or Moderate Dietary Acid Intake on Acid-Base Status and Kidney Function at Rest and during Submaximal Cycling","Hietavala EM, Ihalainen JK, Frassetto LA, Schumann M, Eklund D, Pitkänen H, Häkkinen K, Mero AA.","Nutrients. 2018 Mar 8;10(3):323. doi: 10.3390/nu10030323.","Hietavala EM","Nutrients","2018","2018/03/09","PMC5872741","","10.3390/nu10030323"
"29517834","Properties of the vastus lateralis muscle in relation to age and physiological function in master cyclists aged 55-79 years","Pollock RD, O'Brien KA, Daniels LJ, Nielsen KB, Rowlerson A, Duggal NA, Lazarus NR, Lord JM, Philp A, Harridge SDR.","Aging Cell. 2018 Apr;17(2):e12735. doi: 10.1111/acel.12735. Epub 2018 Mar 8.","Pollock RD","Aging Cell","2018","2018/03/09","PMC5847860","","10.1111/acel.12735"
"29517422","Locomotor-respiratory coupling is maintained in simulated moderate altitude in trained distance runners","Fulton TJ, Paris HL, Stickford ASL, Gruber AH, Mickleborough TD, Chapman RF.","J Appl Physiol (1985). 2018 Jul 1;125(1):1-7. doi: 10.1152/japplphysiol.01122.2017. Epub 2018 Mar 8.","Fulton TJ","J Appl Physiol (1985)","2018","2018/03/09","","","10.1152/japplphysiol.01122.2017"
"29517365","A reference equation for maximal aerobic power for treadmill and cycle ergometer exercise testing: Analysis from the FRIEND registry","de Souza E Silva CG, Kaminsky LA, Arena R, Christle JW, Araújo CGS, Lima RM, Ashley EA, Myers J.","Eur J Prev Cardiol. 2018 May;25(7):742-750. doi: 10.1177/2047487318763958. Epub 2018 Mar 8.","de Souza E Silva CG","Eur J Prev Cardiol","2018","2018/03/09","","","10.1177/2047487318763958"
"29516309","Lifestyle Intervention Program for Amelioration of Dysmetabolism in Overweight Women","Kozłowska A, Okręglicka KM, Jagielska AM, Skibniewska M, Nitsch-Osuch A.","Adv Exp Med Biol. 2019;1113:75-82. doi: 10.1007/5584_2018_169.","Kozłowska A","Adv Exp Med Biol","2019","2018/03/09","","","10.1007/5584_2018_169"
"29515644","Effects of Aerobic Exercise on Anxiety Symptoms and Cortical Activity in Patients with Panic Disorder: A Pilot Study","Lattari E, Budde H, Paes F, Neto GAM, Appolinario JC, Nardi AE, Murillo-Rodriguez E, Machado S.","Clin Pract Epidemiol Ment Health. 2018 Feb 21;14:11-25. doi: 10.2174/1745017901814010011. eCollection 2018.","Lattari E","Clin Pract Epidemiol Ment Health","2018","2018/03/09","PMC5827302","","10.2174/1745017901814010011"
"31314465","Plasma Steroids and Cardiorespiratory Fitness Response to Regular Exercise","He Z, Rankinen T, Leon AS, Skinner JS, Tchernof A, Bouchard C.","2018 Mar 8. In: Spiegelman B, editor. Hormones, Metabolism and the Benefits of Exercise [Internet]. Cham (CH): Springer; 2017.","He Z","Hormones, Metabolism and the Benefits of Exercise","2017","2018/03/08","","","10.1007/978-3-319-72790-5_3"
"29511662","Impact of a 12-week high-intensity interval training without caloric restriction on body composition and lipid profile in sedentary healthy overweight/obese youth","Khammassi M, Ouerghi N, Hadj-Taieb S, Feki M, Thivel D, Bouassida A.","J Exerc Rehabil. 2018 Feb 26;14(1):118-125. doi: 10.12965/jer.1835124.562. eCollection 2018 Feb.","Khammassi M","J Exerc Rehabil","2018","2018/03/08","PMC5833956","","10.12965/jer.1835124.562"
"29511660","Sprint interval training on the vertical treadmill improves aerobic and anaerobic running performance","Jordan AR, Claxton D, Purvis A, Barnes A, Fysh M.","J Exerc Rehabil. 2018 Feb 26;14(1):106-112. doi: 10.12965/jer.1835122.561. eCollection 2018 Feb.","Jordan AR","J Exerc Rehabil","2018","2018/03/08","PMC5833954","","10.12965/jer.1835122.561"
"29510328","Multiparameter analysis of activated sludge inhibition by nickel, cadmium, and cobalt","Hernandez-Martinez GR, Ortiz-Alvarez D, Perez-Roa M, Urbina-Suarez NA, Thalasso F.","J Hazard Mater. 2018 Jun 5;351:63-70. doi: 10.1016/j.jhazmat.2018.02.032. Epub 2018 Feb 17.","Hernandez-Martinez GR","J Hazard Mater","2018","2018/03/07","","","10.1016/j.jhazmat.2018.02.032"
"29507732","Improved cardiorespiratory fitness after occupational rehabilitation in merged diagnostic groups","Nordstoga AL, Mork PJ, Steiro Fimland M.","Ann Occup Environ Med. 2018 Feb 28;30:16. doi: 10.1186/s40557-018-0227-y. eCollection 2018.","Nordstoga AL","Ann Occup Environ Med","2018","2018/03/07","PMC5831230","","10.1186/s40557-018-0227-y"
"29506053","MicroRNAs in Peripheral Mononuclear Cells as Potential Biomarkers in Hypertensive Patients With Heart Failure With Preserved Ejection Fraction","Marketou ME, Kontaraki JE, Maragkoudakis S, Patrianakos A, Konstantinou J, Nakou H, Vougia D, Logakis J, Chlouverakis G, Vardas PE, Parthenakis FI.","Am J Hypertens. 2018 May 7;31(6):651-657. doi: 10.1093/ajh/hpy035.","Marketou ME","Am J Hypertens","2018","2018/03/06","","","10.1093/ajh/hpy035"
"29504290","Myoblast mitochondrial respiration is decreased in chronic binge alcohol administered simian immunodeficiency virus-infected antiretroviral-treated rhesus macaques","Duplanty AA, Siggins RW, Allerton T, Simon L, Molina PE.","Physiol Rep. 2018 Mar;6(5):e13625. doi: 10.14814/phy2.13625.","Duplanty AA","Physiol Rep","2018","2018/03/06","PMC5835494","","10.14814/phy2.13625"
"29502264","Pulmonary hemodynamics responses to hypoxia and/or CO(2) inhalation during moderate exercise in humans","Doutreleau S, Enache I, Pistea C, Geny B, Charloux A.","Pflugers Arch. 2018 Jul;470(7):1035-1045. doi: 10.1007/s00424-018-2127-y. Epub 2018 Mar 3.","Doutreleau S","Pflugers Arch","2018","2018/03/05","","","10.1007/s00424-018-2127-y"
"29501386","Associations between clinical and psychosocial factors and metabolic and cardiovascular risk factors in overweight patients with schizophrenia spectrum disorders - Baseline and two-years findings from the CHANGE trial","Storch Jakobsen A, Speyer H, Nørgaard HCB, Hjorthøj C, Krogh J, Mors O, Nordentoft M.","Schizophr Res. 2018 Sep;199:96-102. doi: 10.1016/j.schres.2018.02.047. Epub 2018 Mar 1.","Storch Jakobsen A","Schizophr Res","2018","2018/03/05","","","10.1016/j.schres.2018.02.047"
"29492711","A Benefit of Being Heavier Is Being Strong: a Cross-Sectional Study in Young Adults","Ten Hoor GA, Plasqui G, Schols AMWJ, Kok G.","Sports Med Open. 2018 Mar 1;4(1):12. doi: 10.1186/s40798-018-0125-4.","Ten Hoor GA","Sports Med Open","2018","2018/03/02","PMC5833324","","10.1186/s40798-018-0125-4"
"29488360","The effects of exercise and passive heating on the sweat glands ion reabsorption rates","Gerrett N, Amano T, Inoue Y, Havenith G, Kondo N.","Physiol Rep. 2018 Mar;6(5):e13619. doi: 10.14814/phy2.13619.","Gerrett N","Physiol Rep","2018","2018/03/01","PMC5828933","","10.14814/phy2.13619"
"29487868","The Reliability and Validity of a Modified Squat Test to Predict Cardiopulmonary Fitness in Healthy Older Men","Yeh CP, Huang HC, Chang Y, Chen MD, Hsu M.","Biomed Res Int. 2018 Jan 2;2018:4863454. doi: 10.1155/2018/4863454. eCollection 2018.","Yeh CP","Biomed Res Int","2018","2018/03/01","PMC5816896","","10.1155/2018/4863454"
"31758766","Measuring Moderate-Intensity Exercise with the Apple Watch: Validation Study","Abt G, Bray J, Benson AC.","JMIR Cardio. 2018 Feb 28;2(1):e6. doi: 10.2196/cardio.8574.","Abt G","JMIR Cardio","2018","2019/11/24","PMC6834212","","10.2196/cardio.8574"
"29486169","Defining the number of bouts and oxygen uptake during the ""Tabata protocol"" performed at different intensities","Viana RB, Naves JPA, de Lira CAB, Coswig VS, Del Vecchio FB, Vieira CA, Gentil P.","Physiol Behav. 2018 May 15;189:10-15. doi: 10.1016/j.physbeh.2018.02.045. Epub 2018 Feb 24.","Viana RB","Physiol Behav","2018","2018/02/28","","","10.1016/j.physbeh.2018.02.045"
"29482601","Efficacy of high-intensity, low-volume interval training compared to continuous aerobic training on insulin resistance, skeletal muscle structure and function in adults with metabolic syndrome: study protocol for a randomized controlled clinical trial (Intraining-MET)","Gallo-Villegas J, Aristizabal JC, Estrada M, Valbuena LH, Narvaez-Sanchez R, Osorio J, Aguirre-Acevedo DC, Calderón JC.","Trials. 2018 Feb 27;19(1):144. doi: 10.1186/s13063-018-2541-7.","Gallo-Villegas J","Trials","2018","2018/02/28","PMC5828481","","10.1186/s13063-018-2541-7"
"29480087","Physical exercise in the treatment of alcohol use disorder (AUD) patients affects their drinking habits: A randomized controlled trial","Jensen K, Nielsen C, Ekstrøm CT, Roessler KK.","Scand J Public Health. 2019 Jun;47(4):462-468. doi: 10.1177/1403494818759842. Epub 2018 Feb 26.","Jensen K","Scand J Public Health","2019","2018/02/27","","","10.1177/1403494818759842"
"29477492","Clustering of Health Behaviors and Cardiorespiratory Fitness Among U.S. Adolescents","Hartz J, Yingling L, Ayers C, Adu-Brimpong J, Rivers J, Ahuja C, Powell-Wiley TM.","J Adolesc Health. 2018 May;62(5):583-590. doi: 10.1016/j.jadohealth.2017.11.298. Epub 2018 Feb 21.","Hartz J","J Adolesc Health","2018","2018/02/26","PMC5930079","NIHMS927917","10.1016/j.jadohealth.2017.11.298"
"29475209","Perceptually Regulated Exercise Test Allows Determination of V˙O2max and Ventilatory Threshold But Not Respiratory Compensation Point In Trained Runners","Truong P, Millet GP, Gojanovic B.","Int J Sports Med. 2018 Apr;39(4):304-313. doi: 10.1055/s-0043-122741. Epub 2018 Feb 23.","Truong P","Int J Sports Med","2018","2018/02/24","","","10.1055/s-0043-122741"
"29473785","Muscle morphology of the vastus lateralis is strongly related to ergometer performance, sprint capacity and endurance capacity in Olympic rowers","van der Zwaard S, Weide G, Levels K, Eikelboom MRI, Noordhof DA, Hofmijster MJ, van der Laarse WJ, de Koning JJ, de Ruiter CJ, Jaspers RT.","J Sports Sci. 2018 Sep;36(18):2111-2120. doi: 10.1080/02640414.2018.1439434. Epub 2018 Feb 23.","van der Zwaard S","J Sports Sci","2018","2018/02/24","","","10.1080/02640414.2018.1439434"
"29473337","Acoustic radiation force impulse of the liver after Fontan operation: Correlation with cardiopulmonary exercise test","Di Maria MV, Silverman L, Younoszai AK, Meyers ML, Capocelli KE, Narkewicz MR.","Congenit Heart Dis. 2018 May;13(3):444-449. doi: 10.1111/chd.12594. Epub 2018 Feb 23.","Di Maria MV","Congenit Heart Dis","2018","2018/02/24","","","10.1111/chd.12594"
"29472742","Effects of high-intensity interval training on body composition, aerobic and anaerobic performance and plasma lipids in overweight/obese and normal-weight young men","Ouerghi N, Fradj MKB, Bezrati I, Khammassi M, Feki M, Kaabachi N, Bouassida A.","Biol Sport. 2017 Dec;34(4):385-392. doi: 10.5114/biolsport.2017.69827. Epub 2017 Sep 20.","Ouerghi N","Biol Sport","2017","2018/02/24","PMC5819474","","10.5114/biolsport.2017.69827"
"29472734","A meta-analysis of the association of CKM gene rs8111989 polymorphism with sport performance","Chen C, Sun Y, Liang H, Yu D, Hu S.","Biol Sport. 2017 Dec;34(4):323-330. doi: 10.5114/biolsport.2017.69819. Epub 2017 Sep 1.","Chen C","Biol Sport","2017","2018/02/24","PMC5819473","","10.5114/biolsport.2017.69819"
"29472009","Long-Term Change in Cardiorespiratory Fitness in Relation to Atrial Fibrillation and Heart Failure (from the Kuopio Ischemic Heart Disease Risk Factor Study)","Khan H, Kunutsor SK, Rauramaa R, Merchant FM, Laukkanen JA.","Am J Cardiol. 2018 Apr 15;121(8):956-960. doi: 10.1016/j.amjcard.2018.01.003. Epub 2018 Feb 2.","Khan H","Am J Cardiol","2018","2018/02/24","","","10.1016/j.amjcard.2018.01.003"
"29469995","Hypobaric live high-train low does not improve aerobic performance more than live low-train low in cross-country skiers","Robach P, Hansen J, Pichon A, Meinild Lundby AK, Dandanell S, Slettaløkken Falch G, Hammarström D, Pesta DH, Siebenmann C, Keiser S, Kérivel P, Whist JE, Rønnestad BR, Lundby C.","Scand J Med Sci Sports. 2018 Jun;28(6):1636-1652. doi: 10.1111/sms.13075. Epub 2018 Mar 22.","Robach P","Scand J Med Sci Sports","2018","2018/02/23","","","10.1111/sms.13075"
"29469654","The effect of pre-exercise ingestion of corinthian currant on endurance performance and blood redox status","Deli CK, Poulios A, Georgakouli K, Papanikolaou K, Papoutsis A, Selemekou M, Karathanos VT, Draganidis D, Tsiokanos A, Koutedakis Y, Fatouros IG, Jamurtas AZ.","J Sports Sci. 2018 Oct;36(19):2172-2180. doi: 10.1080/02640414.2018.1442781. Epub 2018 Feb 22.","Deli CK","J Sports Sci","2018","2018/02/23","","","10.1080/02640414.2018.1442781"
"29469165","Effect of exercise intensity on circulating microparticles in men and women","Shill DD, Lansford KA, Hempel HK, Call JA, Murrow JR, Jenkins NT.","Exp Physiol. 2018 May 1;103(5):693-700. doi: 10.1113/EP086644. Epub 2018 Mar 26.","Shill DD","Exp Physiol","2018","2018/02/23","","","10.1113/EP086644"
"29467664","Peak Velocity as an Alternative Method for Training Prescription in Mice","Picoli CC, Romero PVDS, Gilio GR, Guariglia DA, Tófolo LP, de Moraes SMF, Machado FA, Peres SB.","Front Physiol. 2018 Feb 6;9:42. doi: 10.3389/fphys.2018.00042. eCollection 2018.","Picoli CC","Front Physiol","2018","2018/02/23","PMC5808179","","10.3389/fphys.2018.00042"
"29466487","High-Intensity Interval Training in Heart Transplant Recipients: A Systematic Review with Meta-Analysis","Perrier-Melo RJ, Figueira FAMDS, Guimarães GV, Costa MDC.","Arq Bras Cardiol. 2018 Feb;110(2):188-194. doi: 10.5935/abc.20180017. Epub 2018 Feb 19.","Perrier-Melo RJ","Arq Bras Cardiol","2018","2018/02/22","PMC5855913","","10.5935/abc.20180017"
"29466267","Effects of Sprint Interval Training With Active Recovery vs. Endurance Training on Aerobic and Anaerobic Power, Muscular Strength, and Sprint Ability","Sökmen B, Witchey RL, Adams GM, Beam WC.","J Strength Cond Res. 2018 Mar;32(3):624-631. doi: 10.1519/JSC.0000000000002215.","Sökmen B","J Strength Cond Res","2018","2018/02/22","","","10.1519/JSC.0000000000002215"
"29466078","Recovery of Cycling Gross Efficiency After Time-Trial Exercise","Groot S, van de Westelaken LHJ, Noordhof DA, Levels K, de Koning JJ.","Int J Sports Physiol Perform. 2018 Sep 1;13(8):1028-1033. doi: 10.1123/ijspp.2017-0429. Epub 2018 Sep 11.","Groot S","Int J Sports Physiol Perform","2018","2018/02/22","","","10.1123/ijspp.2017-0429"
"29466071","Dynamics of the Metabolic Response During a Competitive 100-m Freestyle in Elite Male Swimmers","Hellard P, Pla R, Rodríguez FA, Simbana D, Pyne DB.","Int J Sports Physiol Perform. 2018 Sep 1;13(8):1011-1020. doi: 10.1123/ijspp.2017-0597. Epub 2018 Sep 10.","Hellard P","Int J Sports Physiol Perform","2018","2018/02/22","","","10.1123/ijspp.2017-0597"
"29461967","Effects of lifelong training on senescence and mobilization of T lymphocytes in response to acute exercise","Minuzzi LG, Rama L, Chupel MU, Rosado F, Dos Santos JV, Simpson R, Martinho A, Paiva A, Teixeira AM.","Exerc Immunol Rev. 2018;24:72-84.","Minuzzi LG","Exerc Immunol Rev","2018","2018/02/21","","",""
"29461858","Effect of Meridian Acupressure on Aerobic Performance of Healthy Young Population: A Randomized Controlled Study","Ahmedov S, Filiz B.","J Altern Complement Med. 2018 Jun;24(6):589-595. doi: 10.1089/acm.2017.0089. Epub 2018 Feb 20.","Ahmedov S","J Altern Complement Med","2018","2018/02/21","","","10.1089/acm.2017.0089"
"29450240","Improving cerebral oxygenation, cognition and autonomic nervous system control of a chronic alcohol abuser through a three-month running program","Cabral DA, da Costa KG, Okano AH, Elsangedy HM, Rachetti VP, Fontes EB.","Addict Behav Rep. 2017 Aug 31;6:83-89. doi: 10.1016/j.abrep.2017.08.004. eCollection 2017 Dec.","Cabral DA","Addict Behav Rep","2017","2018/02/17","PMC5800586","","10.1016/j.abrep.2017.08.004"
"29448087","Assessment of mitochondrial function following short- and long-term exposure of human bronchial epithelial cells to total particulate matter from a candidate modified-risk tobacco product and reference cigarettes","Malinska D, Szymański J, Patalas-Krawczyk P, Michalska B, Wojtala A, Prill M, Partyka M, Drabik K, Walczak J, Sewer A, Johne S, Luettich K, Peitsch MC, Hoeng J, Duszyński J, Szczepanowska J, van der Toorn M, Wieckowski MR.","Food Chem Toxicol. 2018 May;115:1-12. doi: 10.1016/j.fct.2018.02.013. Epub 2018 Feb 13.","Malinska D","Food Chem Toxicol","2018","2018/02/16","","","10.1016/j.fct.2018.02.013"
